InventoryID,ProductID,SupplierID,WarehouseID,DateID,QuantityReceived,QuantitySold,CurrentStock,PurchaseCost,SellingPrice,DeliveryDays,OrderStatus
39688,1680,441,50,20230227,242,220,305,275.09,394.47,2,Delivered
39689,340,23,2,20230717,107,32,259,1231.03,1747.68,4,Delivered
39690,1258,261,4,20230410,125,18,362,1333.64,1916.95,8,Pending
39691,475,38,36,20240715,153,7,233,648.23,951.91,10,Delayed
39692,542,65,26,20250401,29,28,251,49.34,63.02,10,Delivered
39693,1362,173,14,20230107,68,35,196,490.83,647.34,15,Delayed
39694,1923,81,58,20230724,392,198,448,1159.69,1409.08,17,Pending
39695,354,375,3,20220403,298,154,205,451.44,649.22,6,Delayed
39696,270,190,88,20250525,109,102,237,876.32,1263.63,11,Delayed
39697,1722,228,83,20220402,258,132,163,636.67,734.47,8,Delayed
39698,434,468,3,20240322,433,1,590,772.3,1051.71,16,Pending
39699,36,110,77,20220904,86,37,333,1118.65,1526.69,11,Pending
39700,1615,459,14,20241121,217,89,283,221.57,259.02,2,Delayed
39701,1084,147,99,20230305,328,325,126,1388.05,2041.86,12,Pending
39702,534,64,1,20241016,490,454,310,63.55,76.01,5,Delayed
39703,1964,282,84,20231231,382,221,321,721.12,793.41,4,Pending
39704,733,448,61,20230512,406,78,619,1459.08,2152.49,7,Delayed
39705,928,483,45,20230205,157,145,171,670.66,967.11,8,Delivered
39706,1159,232,28,20250620,470,7,699,231.56,317.31,13,Pending
39707,122,459,52,20250420,161,1,276,874.17,1190.96,19,Pending
39708,871,94,47,20241112,144,83,61,1171.51,1429.76,16,Delivered
39709,1434,432,97,20220918,314,118,223,191.18,211.6,10,Delivered
39710,243,322,51,20250916,386,146,322,1350.64,1797.59,17,Delivered
39711,1503,496,6,20221023,447,293,398,699.66,904.48,3,Pending
39712,830,12,22,20230307,352,125,508,192.57,279.01,5,Delayed
39713,1488,49,26,20230701,447,101,544,511.12,764.83,6,Pending
39714,1936,120,53,20240820,201,153,263,170.55,200.58,7,Pending
39715,765,400,72,20220326,83,64,255,41.75,59.58,16,Delivered
39716,1856,28,100,20220913,114,68,317,53.09,73.11,8,Delivered
39717,276,58,23,20241202,476,307,348,909.36,1360.05,2,Delivered
39718,566,228,11,20221126,17,9,158,1042.94,1495.97,2,Pending
39719,1647,5,18,20240622,228,190,241,630.27,834.61,17,Delayed
39720,129,239,51,20221213,214,35,399,21.48,29.67,4,Delivered
39721,1664,337,70,20251101,186,147,132,487.37,588.37,8,Pending
39722,1920,356,20,20230919,48,6,47,1486.21,2181.36,7,Pending
39723,1341,408,99,20250420,500,247,262,1201.66,1362.57,2,Delivered
39724,1778,191,94,20220330,457,390,224,765.9,1134.66,15,Pending
39725,1386,136,93,20240119,374,266,268,705.25,1035.94,16,Delayed
39726,195,52,87,20230409,94,53,281,157.34,201.09,12,Delivered
39727,1816,5,35,20251121,346,265,94,540.17,789.64,16,Delayed
39728,699,176,50,20230112,115,55,260,1321.2,1930.92,17,Delivered
39729,482,414,26,20230117,359,232,175,72.34,99.08,5,Delayed
39730,404,292,74,20250531,424,276,270,412.25,602.16,17,Pending
39731,1758,123,35,20230801,116,56,248,942.39,1050.54,9,Pending
39732,405,244,43,20251227,326,251,252,912.0,1045.86,12,Delayed
39733,1342,202,71,20241107,397,1,502,1034.04,1202.01,12,Delivered
39734,1694,357,9,20240923,18,15,45,671.0,780.96,9,Delivered
39735,1553,1,26,20250502,125,8,413,822.96,1000.76,19,Pending
39736,1010,477,22,20240826,371,74,301,281.63,332.27,15,Pending
39737,1597,83,27,20240416,45,18,49,910.82,1150.19,11,Delivered
39738,1547,495,27,20241219,352,17,406,933.87,1152.7,11,Delivered
39739,1659,17,34,20251111,130,40,130,714.23,808.11,15,Delivered
39740,104,32,99,20241019,309,147,302,91.66,127.72,12,Delivered
39741,1740,334,61,20231201,454,278,230,250.9,321.77,12,Delayed
39742,474,130,79,20230417,454,105,438,1206.71,1478.46,6,Delivered
39743,1260,135,30,20240106,416,324,218,1300.37,1938.54,9,Delayed
39744,1708,162,78,20220409,305,100,425,847.96,1152.91,20,Delivered
39745,842,495,93,20240730,475,186,466,1134.52,1591.5,14,Delayed
39746,707,399,54,20220404,300,117,476,1486.18,1970.68,3,Delayed
39747,206,188,71,20240626,216,66,449,1328.49,1516.47,19,Delivered
39748,1952,182,54,20230107,468,123,429,1028.34,1155.42,8,Delayed
39749,1717,440,25,20250307,77,38,271,534.51,798.1,5,Delivered
39750,1060,174,54,20240722,209,145,83,784.47,1041.43,18,Delivered
39751,1144,185,58,20250714,310,300,74,1051.66,1501.18,4,Pending
39752,1112,9,56,20240323,166,73,311,352.26,456.6,17,Delayed
39753,231,30,96,20240318,261,41,347,79.59,105.68,17,Delivered
39754,1230,142,27,20221221,202,139,81,115.67,171.16,16,Delayed
39755,16,122,24,20220411,453,167,431,1499.94,2233.2,4,Delayed
39756,233,312,23,20221004,271,12,499,1369.22,1990.09,10,Delivered
39757,1089,443,81,20220731,204,87,250,195.7,289.93,20,Pending
39758,312,158,80,20230420,190,60,425,1073.76,1383.51,17,Pending
39759,1003,24,73,20250212,449,27,544,1218.29,1471.29,14,Delivered
39760,1582,215,85,20251202,234,154,166,886.06,1078.18,9,Pending
39761,375,328,35,20241011,329,119,354,1497.33,2009.36,6,Pending
39762,661,5,71,20220825,74,13,108,696.49,1036.0,4,Pending
39763,1922,23,52,20240303,215,122,165,426.51,522.68,9,Delivered
39764,36,401,80,20221029,62,17,318,660.33,973.81,13,Pending
39765,1412,478,94,20230621,217,49,365,1448.83,1791.06,14,Delivered
39766,909,267,62,20220317,403,109,411,270.26,323.28,16,Delivered
39767,1405,145,20,20250717,119,72,316,994.51,1317.19,10,Pending
39768,37,463,23,20240807,163,156,244,1083.38,1612.91,15,Delayed
39769,986,40,85,20240712,196,56,209,386.92,457.28,10,Delayed
39770,531,471,62,20250330,311,31,338,1192.76,1658.66,2,Pending
39771,1662,9,28,20250424,296,184,205,1021.83,1527.64,17,Delayed
39772,1904,148,61,20251206,439,422,92,708.98,1016.2,19,Delivered
39773,692,36,57,20251021,284,206,289,1187.35,1318.47,19,Pending
39774,71,251,17,20250307,147,42,225,989.34,1187.58,7,Delivered
39775,988,313,41,20221107,44,28,292,433.48,599.54,19,Delivered
39776,1522,3,88,20250512,236,161,336,242.54,302.59,20,Delayed
39777,265,237,53,20240714,387,206,396,1066.85,1472.13,11,Delayed
39778,110,297,26,20250616,395,121,568,807.7,1122.91,18,Pending
39779,1400,166,69,20230801,31,25,143,1192.47,1373.12,16,Pending
39780,470,489,12,20230530,420,52,583,536.56,750.24,5,Pending
39781,1271,122,19,20230106,350,188,209,759.8,869.54,8,Pending
39782,267,463,62,20251216,386,336,177,1188.42,1575.99,13,Pending
39783,355,377,87,20250412,311,81,507,786.12,877.44,2,Delayed
39784,1051,213,14,20230930,352,56,522,609.79,869.58,18,Delivered
39785,942,286,81,20230220,202,104,124,464.09,656.56,19,Delivered
39786,917,410,32,20220527,303,116,340,706.49,809.99,9,Pending
39787,1391,345,46,20241106,296,238,216,1194.37,1639.67,16,Pending
39788,1576,261,80,20220726,52,32,222,92.98,121.19,5,Pending
39789,1745,281,50,20230518,367,219,246,35.63,46.56,5,Delayed
39790,1015,461,1,20230108,84,5,374,123.05,177.44,20,Delivered
39791,818,256,29,20240626,298,76,226,1022.93,1351.12,19,Delivered
39792,1190,103,43,20250719,176,127,187,379.82,520.74,17,Delayed
39793,636,379,49,20220424,88,36,253,1038.34,1248.32,7,Delivered
39794,1763,151,6,20240111,189,57,389,243.09,362.53,3,Delivered
39795,776,222,62,20230729,250,82,437,497.23,577.75,4,Delayed
39796,1310,10,51,20230807,14,3,83,179.72,206.27,3,Delivered
39797,262,409,52,20250709,196,78,332,1029.19,1487.71,16,Pending
39798,1755,122,50,20241120,305,179,382,776.17,998.87,15,Pending
39799,1861,73,27,20230216,171,23,236,1050.8,1251.02,13,Pending
39800,993,135,36,20250710,331,293,146,402.42,565.97,3,Pending
39801,1248,440,76,20241012,477,47,721,1070.16,1206.66,18,Pending
39802,182,330,13,20250612,107,18,265,480.94,698.31,3,Pending
39803,641,53,29,20240210,32,8,55,1097.81,1489.45,17,Delivered
39804,1511,116,29,20250806,436,404,178,1314.6,1516.96,17,Delayed
39805,1838,315,32,20250425,199,199,252,30.26,42.58,15,Delayed
39806,364,137,97,20230105,82,45,306,131.11,166.03,5,Delayed
39807,1779,411,91,20221031,453,325,235,258.58,333.97,3,Delivered
39808,1987,257,66,20240613,376,321,78,370.44,442.34,19,Delayed
39809,567,134,77,20231113,197,40,250,308.48,370.06,5,Pending
39810,1623,14,68,20220609,319,176,308,865.25,1046.25,2,Delayed
39811,354,481,81,20240828,355,317,319,563.05,653.21,3,Delivered
39812,1544,378,51,20250221,276,172,180,216.89,241.4,14,Pending
39813,506,105,60,20220112,101,79,308,1288.59,1438.12,16,Delivered
39814,1740,133,56,20220404,310,101,497,1163.31,1634.38,17,Pending
39815,1034,112,7,20220123,433,225,389,1376.86,1916.5,3,Delayed
39816,1269,291,49,20221018,326,320,19,38.77,57.28,9,Delivered
39817,623,254,11,20240630,39,1,322,251.36,371.73,17,Pending
39818,1786,186,88,20230501,43,33,270,104.28,148.48,14,Delivered
39819,946,252,67,20240919,354,35,454,23.98,33.53,17,Delivered
39820,1374,430,7,20231226,224,112,119,1129.92,1291.37,7,Delayed
39821,314,379,73,20240511,241,51,220,216.4,293.42,18,Delayed
39822,780,85,47,20230428,312,145,277,1040.62,1545.32,13,Delayed
39823,1559,374,26,20231008,148,42,204,82.14,90.81,6,Delivered
39824,338,429,11,20220912,71,37,38,1255.57,1490.14,13,Delivered
39825,71,301,96,20250713,493,353,424,33.3,49.59,14,Pending
39826,729,19,9,20220128,188,156,320,845.23,1153.36,18,Pending
39827,1206,28,74,20231023,153,40,196,66.69,96.71,3,Delivered
39828,1824,496,45,20250810,172,29,155,324.44,377.49,17,Delivered
39829,1065,198,88,20230228,33,25,252,950.15,1366.84,14,Pending
39830,1251,152,58,20230113,244,221,182,948.23,1398.25,7,Delayed
39831,216,259,83,20220609,183,85,205,825.76,1191.18,17,Delayed
39832,1677,70,29,20250719,28,12,305,176.6,263.29,9,Pending
39833,564,53,74,20220404,362,212,415,309.73,409.43,13,Delayed
39834,1204,334,21,20250122,47,30,88,1367.23,1715.33,7,Delayed
39835,1009,379,54,20240412,153,114,230,315.69,427.21,3,Delayed
39836,646,277,20,20220328,188,98,274,1292.0,1779.01,6,Pending
39837,1186,433,74,20230924,304,216,213,894.85,1300.17,14,Delivered
39838,1941,33,100,20230514,329,156,184,1135.48,1585.47,17,Delivered
39839,832,336,77,20230223,71,57,229,1330.52,1756.66,13,Pending
39840,1900,85,27,20240623,199,142,243,1019.83,1364.85,10,Delayed
39841,1920,246,63,20220128,190,32,176,357.49,479.47,5,Delayed
39842,867,23,26,20250410,350,156,375,601.28,678.16,15,Delayed
39843,796,220,75,20220812,230,111,250,1350.59,1915.49,12,Delivered
39844,1356,246,92,20240103,305,134,329,210.46,305.78,16,Pending
39845,192,151,94,20230218,325,275,176,216.6,282.79,20,Delivered
39846,15,419,26,20230920,133,2,382,716.64,1070.71,20,Pending
39847,206,38,7,20240828,216,81,262,1411.9,1855.94,16,Delivered
39848,1253,100,24,20230215,419,226,294,1326.56,1957.66,12,Delayed
39849,192,113,27,20250323,358,276,246,241.2,271.78,16,Delayed
39850,1174,326,3,20220119,311,119,443,798.38,1053.1,20,Delivered
39851,1449,331,34,20231118,249,165,354,315.19,412.15,17,Pending
39852,1450,400,10,20251113,25,10,278,1445.51,1649.87,11,Delivered
39853,187,339,38,20250503,178,106,137,481.38,657.87,12,Delivered
39854,220,25,17,20241026,134,68,304,1391.05,1959.39,17,Delivered
39855,419,260,79,20240110,206,43,295,419.88,584.01,19,Delivered
39856,1433,376,29,20230419,343,12,629,54.74,66.72,19,Delayed
39857,1963,401,75,20251227,446,341,166,994.79,1197.64,8,Delayed
39858,1149,266,15,20230531,497,283,316,177.08,215.47,6,Pending
39859,51,103,80,20240428,311,182,153,1159.39,1398.67,2,Delayed
39860,385,198,4,20220129,433,64,480,1475.21,2187.47,12,Pending
39861,1475,281,56,20230617,155,120,80,727.34,1074.89,15,Delivered
39862,1521,362,61,20231103,189,102,188,1361.01,2026.16,2,Delivered
39863,981,197,78,20241124,241,165,180,709.98,990.23,11,Delivered
39864,1615,335,26,20250930,289,193,135,409.37,534.03,9,Delayed
39865,760,263,16,20250909,462,375,114,779.01,1013.12,6,Pending
39866,151,172,47,20220505,213,127,279,1141.55,1286.93,6,Pending
39867,1255,430,37,20220609,106,89,137,315.2,392.3,18,Delivered
39868,1714,18,37,20240213,221,115,338,606.53,869.1,14,Delayed
39869,937,451,85,20220810,489,16,701,800.78,987.3,7,Delayed
39870,1797,382,23,20250928,222,54,274,1420.66,2027.08,4,Delivered
39871,1330,137,95,20251129,25,0,96,682.46,963.58,7,Delayed
39872,1914,16,20,20240509,476,225,312,58.16,73.77,12,Delivered
39873,302,208,9,20230420,310,247,86,266.39,344.98,5,Delivered
39874,940,280,4,20230618,340,4,356,87.02,117.58,11,Pending
39875,1072,499,68,20220212,126,19,149,817.32,1222.69,14,Pending
39876,1992,463,100,20220713,443,359,274,1262.95,1529.93,20,Delivered
39877,541,169,61,20251118,385,120,321,1447.5,1856.05,9,Delayed
39878,872,139,10,20231111,498,154,562,1369.54,1769.69,4,Delayed
39879,302,96,89,20241021,24,15,243,1298.23,1446.22,14,Delivered
39880,1514,5,17,20220307,189,16,418,1369.02,1573.13,15,Pending
39881,470,248,13,20241204,230,40,254,1176.38,1379.24,7,Delayed
39882,557,362,58,20220414,394,372,109,31.0,45.01,16,Pending
39883,1735,30,28,20230331,177,82,303,1374.46,1955.46,15,Pending
39884,759,87,52,20241006,24,9,137,645.96,840.01,13,Delivered
39885,1520,322,44,20230914,456,158,489,153.37,217.41,18,Delivered
39886,875,270,28,20221224,221,39,428,1082.17,1548.98,4,Delivered
39887,1735,239,28,20231101,314,18,299,639.07,939.36,2,Pending
39888,173,94,59,20240805,239,15,288,680.08,813.55,16,Delayed
39889,1414,226,2,20220708,341,202,253,349.29,490.53,9,Delivered
39890,1796,255,27,20220716,36,6,113,910.25,1056.81,15,Delayed
39891,161,103,83,20220817,452,410,324,1238.34,1675.47,9,Pending
39892,909,103,73,20240209,325,34,447,306.96,359.0,10,Delayed
39893,318,40,76,20221001,317,305,115,722.76,1081.78,4,Delivered
39894,613,295,1,20241219,384,320,141,1463.29,2144.86,10,Delivered
39895,1232,43,99,20230311,256,128,158,758.92,919.35,11,Delivered
39896,1686,239,56,20241210,460,173,333,284.35,373.96,20,Delayed
39897,712,18,70,20250602,146,90,240,801.45,1137.9,17,Pending
39898,655,478,18,20220621,481,31,705,1079.2,1472.41,9,Pending
39899,1068,3,87,20250113,274,12,339,431.76,550.02,14,Delayed
39900,372,321,34,20250902,219,149,306,1295.17,1439.6,2,Delivered
39901,1151,28,93,20221115,297,194,287,750.96,1045.65,4,Pending
39902,574,422,1,20220508,295,39,476,456.89,549.28,12,Pending
39903,1501,164,88,20230523,217,83,393,185.03,209.88,12,Delayed
39904,1621,210,24,20240705,356,200,323,648.72,852.66,9,Delayed
39905,1370,49,95,20230301,425,180,410,1374.72,1657.0,9,Delivered
39906,793,272,50,20250612,170,138,56,648.8,953.26,20,Delivered
39907,1593,327,20,20250722,341,286,115,966.11,1319.56,7,Pending
39908,906,131,57,20220418,35,25,180,1052.29,1427.06,11,Pending
39909,1167,247,45,20230113,404,379,114,552.71,722.56,13,Pending
39910,1074,465,16,20240524,269,144,229,713.86,985.95,9,Pending
39911,226,63,95,20240503,495,244,260,78.98,107.16,14,Delayed
39912,1057,272,83,20220811,268,207,217,626.94,727.84,5,Pending
39913,40,341,82,20250525,290,18,544,516.27,578.96,16,Pending
39914,1342,104,3,20220606,209,116,179,466.67,663.9,10,Delayed
39915,1340,314,99,20240126,467,82,429,953.04,1061.27,2,Delivered
39916,946,38,16,20230412,276,53,495,938.7,1105.09,15,Delayed
39917,917,64,27,20240923,34,28,127,258.66,289.75,16,Pending
39918,1107,459,45,20240829,442,289,439,738.3,1047.11,4,Pending
39919,1688,354,94,20240204,82,52,171,1194.16,1743.93,13,Pending
39920,1048,69,99,20251016,119,59,357,1229.56,1657.35,19,Delayed
39921,1852,91,100,20230915,348,119,403,1345.04,1907.07,17,Delivered
39922,1981,117,97,20230303,330,202,178,687.14,805.97,19,Pending
39923,1252,373,28,20220817,304,217,250,25.69,37.51,5,Delivered
39924,333,211,39,20241029,494,392,174,391.57,546.47,15,Delayed
39925,847,162,22,20240120,26,13,267,431.61,623.74,8,Pending
39926,656,114,38,20250217,222,12,271,455.2,525.08,20,Pending
39927,372,7,65,20241223,173,87,205,336.42,467.5,3,Delayed
39928,415,319,8,20250621,306,218,366,311.99,378.83,12,Delivered
39929,819,17,60,20240602,486,147,526,1167.43,1744.55,13,Delayed
39930,634,84,79,20241029,305,162,168,1274.45,1633.69,7,Delivered
39931,1337,14,34,20231218,270,109,163,338.09,444.88,5,Pending
39932,886,334,73,20250519,138,83,185,961.55,1284.88,9,Pending
39933,613,161,32,20220820,47,19,267,426.72,601.94,5,Delivered
39934,1425,432,13,20230320,348,175,199,856.01,1149.39,8,Pending
39935,1333,319,50,20220811,19,11,227,794.72,880.89,4,Delivered
39936,47,447,9,20221211,375,18,464,1019.75,1143.02,9,Pending
39937,211,374,96,20250211,20,2,305,1417.4,1745.11,18,Pending
39938,1834,355,4,20230115,340,204,338,659.93,775.04,11,Delivered
39939,1835,49,93,20221112,297,18,316,1171.86,1545.69,14,Delayed
39940,1542,137,3,20231006,328,146,344,370.28,536.17,17,Delayed
39941,1791,180,29,20230420,132,52,259,495.61,738.46,3,Delayed
39942,1955,93,19,20230215,332,50,542,793.62,1166.36,16,Delayed
39943,265,306,80,20250822,169,75,210,600.96,681.29,8,Delivered
39944,1700,91,36,20230130,87,78,141,1313.18,1920.52,9,Delayed
39945,458,29,88,20250826,98,87,252,1409.17,1997.56,19,Delivered
39946,400,472,92,20230719,403,197,475,482.21,561.5,12,Pending
39947,393,361,68,20230728,292,214,245,782.62,984.21,8,Delayed
39948,165,341,47,20230506,332,231,202,241.49,291.8,20,Delivered
39949,361,220,67,20250203,25,23,34,702.79,957.34,9,Pending
39950,27,2,16,20220518,379,287,339,861.3,1125.48,19,Delayed
39951,533,61,31,20240105,263,126,423,596.8,752.53,15,Pending
39952,525,156,26,20230215,461,408,239,1133.23,1331.3,15,Pending
39953,125,51,81,20231201,482,210,508,589.5,821.42,10,Delivered
39954,479,494,18,20220609,410,336,322,1035.16,1421.71,7,Delivered
39955,1069,228,44,20251101,148,117,201,1338.56,1974.99,5,Pending
39956,1656,378,100,20220207,94,53,293,833.14,1188.46,9,Pending
39957,411,329,15,20240114,266,40,526,535.32,668.15,9,Delayed
39958,1259,454,97,20231022,175,24,202,566.37,828.98,10,Pending
39959,80,335,66,20241108,239,20,394,566.33,731.2,8,Pending
39960,372,30,64,20240906,416,108,320,1314.78,1782.92,20,Delayed
39961,1225,379,51,20231129,319,200,328,631.83,907.66,11,Pending
39962,1299,431,42,20230219,310,158,227,737.2,1036.16,8,Pending
39963,1816,433,89,20230606,150,5,426,1256.67,1883.85,11,Pending
39964,1811,490,22,20250416,471,414,353,106.22,127.49,8,Pending
39965,485,452,82,20250101,215,197,244,71.67,95.48,11,Delivered
39966,1006,26,20,20240829,161,120,140,862.38,1232.33,20,Delayed
39967,758,17,90,20251005,168,132,151,707.65,787.5,17,Pending
39968,1374,271,74,20240117,371,12,535,113.94,148.85,5,Delivered
39969,1418,108,26,20230721,381,301,151,327.33,391.7,19,Delivered
39970,27,149,40,20231225,164,162,147,113.13,152.78,12,Delivered
39971,699,260,50,20240330,442,433,111,1294.61,1639.14,16,Pending
39972,1739,76,26,20240628,23,5,302,938.55,1179.62,10,Pending
39973,1154,197,13,20251011,453,17,547,869.86,1098.12,18,Delayed
39974,1644,389,82,20250919,471,249,362,254.55,310.33,5,Delayed
39975,1926,17,22,20241115,80,41,209,729.55,1055.22,3,Delayed
39976,1620,243,51,20230717,266,2,474,375.53,424.8,17,Pending
39977,1303,257,31,20220623,111,23,386,576.05,713.1,14,Delivered
39978,1767,176,98,20250210,458,220,531,1304.51,1531.97,8,Pending
39979,1566,449,50,20250330,111,110,211,1272.04,1665.66,16,Pending
39980,1293,75,36,20241229,242,218,204,1491.43,1776.0,4,Delivered
39981,272,221,70,20220104,241,166,351,701.02,814.33,3,Delivered
39982,1561,436,27,20231107,143,92,156,1280.85,1612.34,12,Delivered
39983,1062,171,78,20220531,188,110,320,783.12,998.88,7,Delivered
39984,964,176,80,20220205,61,40,291,498.06,694.92,8,Delayed
39985,661,131,26,20230915,451,306,147,617.95,777.03,6,Pending
39986,776,142,81,20220721,406,63,589,857.82,1016.91,19,Pending
39987,243,9,24,20230222,71,36,200,1403.85,1836.69,11,Pending
39988,841,230,52,20231023,165,165,206,1083.11,1567.34,20,Pending
39989,1023,117,62,20250623,37,14,133,1273.76,1659.37,16,Delivered
39990,950,237,42,20220306,178,67,318,1207.74,1605.93,10,Pending
39991,333,157,16,20221026,309,141,431,333.09,467.35,13,Delayed
39992,1951,417,40,20251108,192,109,155,565.44,635.36,3,Delayed
39993,1793,266,62,20240327,195,82,405,1230.11,1496.64,20,Delivered
39994,757,236,35,20250512,352,339,258,904.14,1051.48,10,Delivered
39995,318,63,77,20241125,124,98,191,656.26,795.8,11,Delayed
39996,1497,66,38,20230428,199,80,374,247.35,306.27,20,Delivered
39997,1710,416,72,20221022,358,294,142,1096.3,1298.39,16,Pending
39998,1430,407,49,20240106,277,46,274,1132.36,1495.66,13,Delayed
39999,1725,473,24,20221102,461,347,414,1035.28,1197.04,10,Pending
40000,1741,52,69,20250804,429,190,343,365.77,442.13,6,Pending
40001,475,187,50,20250405,217,99,172,726.85,1016.63,20,Pending
40002,1087,132,81,20230428,66,41,41,1325.65,1842.83,13,Pending
40003,908,295,12,20241219,477,163,534,661.47,877.58,10,Delayed
40004,1655,31,34,20251005,159,54,163,526.73,593.99,12,Pending
40005,503,157,81,20250105,496,305,279,1426.84,1775.25,12,Delayed
40006,1217,490,82,20250103,421,139,310,845.33,1136.47,6,Pending
40007,909,436,26,20230316,287,204,166,752.61,1088.91,13,Pending
40008,1422,456,77,20251018,199,195,209,1010.66,1360.17,16,Delivered
40009,1272,285,22,20220313,281,28,437,1358.29,1559.7,6,Pending
40010,519,490,47,20220514,396,60,569,956.85,1120.18,16,Pending
40011,1950,176,18,20230518,146,16,430,134.48,201.71,14,Delivered
40012,1413,225,77,20231017,73,14,293,743.37,907.39,8,Pending
40013,1430,364,92,20240619,74,60,19,189.52,242.0,2,Delayed
40014,1543,284,3,20250301,111,91,278,107.52,127.59,17,Delayed
40015,220,172,14,20230722,362,233,159,1100.45,1226.06,13,Delayed
40016,173,101,86,20220214,119,3,170,1460.37,2166.38,12,Delivered
40017,269,333,56,20240101,471,392,190,1426.99,1815.67,18,Delivered
40018,1654,173,34,20230423,65,11,157,920.99,1361.79,10,Pending
40019,804,140,40,20220605,333,276,107,625.23,851.57,19,Delayed
40020,1339,267,16,20241206,154,51,112,220.83,330.26,9,Pending
40021,1952,88,55,20250929,473,398,82,680.34,758.0,12,Pending
40022,1818,317,68,20230812,146,37,281,835.16,1210.45,9,Delivered
40023,286,78,1,20241228,30,16,271,1054.47,1176.26,4,Pending
40024,1347,455,51,20220914,67,16,282,227.61,327.19,8,Pending
40025,348,27,51,20220606,386,133,326,962.78,1187.68,10,Delivered
40026,471,492,90,20250627,297,163,403,142.74,180.99,12,Pending
40027,945,141,20,20240206,482,245,290,546.95,744.19,11,Pending
40028,634,20,53,20221020,373,354,71,1215.43,1637.53,14,Delayed
40029,411,434,23,20250328,278,39,461,493.63,727.9,19,Delayed
40030,392,122,13,20240708,21,8,205,146.98,216.88,11,Delayed
40031,114,165,44,20220311,226,178,84,1022.98,1169.0,9,Pending
40032,1489,470,95,20240729,128,25,360,787.85,994.82,9,Delivered
40033,1923,270,61,20240502,358,299,185,1070.7,1183.32,11,Pending
40034,515,11,86,20230610,88,68,252,1497.13,1836.16,11,Delivered
40035,1906,38,50,20231130,187,71,142,260.64,367.9,5,Delivered
40036,1744,314,23,20230403,314,42,335,805.15,1001.4,3,Pending
40037,699,298,44,20231121,263,109,154,890.13,1254.07,4,Pending
40038,673,334,4,20241029,496,330,169,260.9,387.3,20,Delivered
40039,972,245,9,20230913,28,5,307,1259.48,1697.62,10,Delayed
40040,1949,301,50,20231007,39,38,160,1161.28,1405.61,17,Delivered
40041,1215,414,92,20240914,401,392,132,356.16,443.32,8,Delivered
40042,725,203,93,20250616,300,211,285,687.04,983.69,11,Delayed
40043,1156,139,95,20241222,372,217,191,1003.4,1332.37,9,Pending
40044,936,244,94,20250218,260,147,205,1376.37,1749.17,2,Pending
40045,1759,352,22,20240508,216,83,240,113.55,135.39,2,Pending
40046,1021,496,70,20251219,258,102,426,1175.89,1327.63,14,Delivered
40047,414,153,90,20220308,71,37,103,939.88,1240.04,13,Delayed
40048,1035,285,98,20241228,388,380,220,30.58,43.1,16,Delayed
40049,1841,1,31,20241014,45,40,300,797.06,1112.33,18,Delayed
40050,2000,232,40,20241111,460,271,477,89.19,109.25,19,Pending
40051,952,260,68,20220127,290,70,394,1133.09,1388.63,10,Delivered
40052,739,355,32,20250821,193,41,267,1051.15,1524.23,20,Pending
40053,1939,223,78,20241228,38,17,321,1334.46,1786.37,20,Pending
40054,872,420,40,20241121,128,60,351,249.14,307.35,14,Delivered
40055,1425,50,12,20240205,392,180,242,1135.16,1661.3,4,Delayed
40056,1862,23,40,20230929,46,40,146,401.38,445.54,10,Delivered
40057,1296,238,58,20250718,344,323,55,1067.3,1547.09,12,Delivered
40058,539,278,6,20240420,395,216,426,322.33,426.15,6,Delayed
40059,1876,295,19,20230908,372,41,472,79.78,90.55,8,Delivered
40060,596,170,30,20231005,379,220,340,1254.81,1447.87,19,Pending
40061,777,406,67,20241224,441,7,539,1482.09,2171.25,13,Delivered
40062,207,183,18,20250620,438,349,351,32.71,41.28,20,Pending
40063,886,123,37,20231202,202,196,243,554.93,795.47,8,Delivered
40064,1566,129,77,20230427,275,23,442,1280.18,1752.3,6,Delivered
40065,1921,324,33,20220206,278,241,106,1149.79,1319.68,18,Delivered
40066,165,133,74,20250126,127,36,230,561.11,772.14,3,Pending
40067,151,316,45,20250801,427,332,124,311.45,411.22,9,Delayed
40068,911,60,10,20230703,497,207,454,118.7,140.76,15,Delayed
40069,1244,335,49,20250813,210,44,395,1083.54,1591.73,3,Pending
40070,125,489,52,20220309,481,110,538,1490.16,1918.43,9,Pending
40071,462,240,21,20251103,382,135,386,399.04,529.61,4,Pending
40072,1198,146,99,20240913,83,58,156,278.86,366.12,12,Delivered
40073,1976,488,98,20220313,316,79,464,768.53,1139.32,13,Pending
40074,1624,108,19,20221007,310,124,248,143.45,175.91,20,Delivered
40075,121,154,85,20231223,400,78,550,1392.54,1810.02,8,Pending
40076,1279,248,19,20250626,342,17,382,1169.48,1588.15,15,Delayed
40077,479,319,47,20250824,372,296,232,704.41,944.33,7,Delivered
40078,1521,47,21,20220207,338,122,390,533.68,590.6,10,Delayed
40079,1353,195,1,20251212,143,127,32,809.61,907.5,11,Delayed
40080,937,267,56,20220123,125,82,88,376.63,416.83,5,Pending
40081,1750,179,99,20230310,122,106,24,620.92,801.34,13,Delivered
40082,359,159,74,20241023,473,309,382,1391.62,2012.93,6,Pending
40083,1143,458,8,20220715,217,77,231,1032.6,1482.5,11,Delivered
40084,1368,197,39,20250721,450,356,239,22.7,28.49,17,Delayed
